mpan,record_id,notification_creation_date,fault_description,msn
1300010031225,1300010031225 - E11BG42349,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07409007437. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11BG42349
1300010031322,1300010031322 - E11BG40569,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07409024763. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11BG40569
1300010035888,1300010035888 - 218797803,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.146.82:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218797803
1300010036906,1300010036906 - E12Z100686,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07739115718. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E12Z100686
1300010136753,1300010136753 - 218140314,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.128.24:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218140314
1300010159486,1300010159486 - E13Z023352,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416762951. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z023352
1300010173922,1300010173922 - E13Z050806,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07841717351. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z050806
1300010177750,1300010177750 - E14Z001668,06/04/2024,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07712762918. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson,E14Z001668
1300010181668,1300010181668 - E13Z023359,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416763561. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z023359
1300010269755,1300010269755 - E12Z041509,24/07/2024,COMMS FAULT: GSM Comms is out of service. Comms Mode Outbound using Telephone 07803651784. Last Stored Data 20/07/2024. SSIL NHH Contact: Nicole Barnes,E12Z041509
1300010354072,1300010354072 - E11Z06055,11/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07715073469. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nathan Chan,E11Z06055
1300010372294,1300010372294 - E10BG09292,03/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07999036842. Last stored data 27/05/2024. SSIL NHH Contact: Samuel Dickinson,E10BG09292
1300010423744,1300010423744 - K10UP08183,04/09/2023,MTD FAULT: Invalid channel Identifier. MD and R2 register map to same location Current Comms Mode is Outbound using Telephone 07947462138. Last Stored Data 07/11/2021. SSIL NHH Contact: Joe Casebow,K10UP08183
1300010434259,1300010434259 - 2469794425,14/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07825208759. Last Stored Data: 09-OCT-24. SSIL NHH Contact: Nathan Chan,2469794425
1300010520191,1300010520191 - E15ML09285,28/03/2024,"ACT-151714 Dial Failure We are unable to retrieve data from meter 215332264 using comms 07624655210, please investigate and advise.",E15ML09285
1300010581176,1300010581176 - E14Z000925,08/10/2024,COMMS FAULT - re raise. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07730152586. Last Stored Data: 01-APR-70. SSIL NHH Contact: Cecilia Li Kam Tin,E14Z000925
1300010651638,1300010651638 - E10BG55741,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07556947371. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E10BG55741
1300010715539,1300010715539 - E11Z58346,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07885919551. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11Z58346
1300010788086,1300010788086 - E13Z038723,05/04/2024,COMMS FAULT: reraise d1. Failed to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07841755360. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E13Z038723
1300010792490,1300010792490 - E12BG09213,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07880407650. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E12BG09213
1300010824265,1300010824265 - E11BG49299,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07825961151. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11BG49299
1300010829218,1300010829218 - E13Z017658,09/02/2022,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416776289. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,E13Z017658
1300010835230,1300010835230 - E12Z027025,19/07/2023,MTD FAULT: Meter ID mismatch D0313 shows OS 213097062. Comms dials meter 212086725. Current Comms Mode is Outbound using Telephone 07921763157. Last Stored Data 09/02/2023. SSIL NHH Contact: Matthew Taylor,E12Z027025
1300010835249,1300010835249 - E12Z063538,09/02/2022,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416781595. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,E12Z063538
1300010843090,1300010843090 - E11BG42558,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07556870826. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11BG42558
1300011059160,1300011059160 - E13Z007075,06/04/2024,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07416523148. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson,E13Z007075
1300011066414,1300011066414 - E13Z023353,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416762597. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z023353
1300011083623,1300011083623 - E11BG04277,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07584184358. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11BG04277
1300011085392,1300011085392 - E14Z008873,05/04/2024,COMMS FAULT: reraise d1. Failed to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07712368110. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z008873
1300011087957,1300011087957 - E12BG10958,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07780222388. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E12BG10958
1300011103396,1300011103396 - E13Z050804,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07841717344. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z050804
1300011149104,1300011149104 - E12Z162969,13/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07703207762. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nathan Chan,E12Z162969
1300011151200,1300011151200 - E12Z142257,29/08/2023,COMMS FAULT - Re raise. Unable to connect to meter. Please keep D1 open until fault resolved. Current Comms Mode is Outbound using Telephone 07703242465. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E12Z142257
1300011181038,1300011181038 - E14Z028713,15/03/2024,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07775239926. Last Stored Data 27/02/2024. SSIL NHH Contact: Nicole Barnes,E14Z028713
1300011240809,1300011240809 - N10X00118,04/10/2024,"ACT-234684 Dial Failure We are unable to retrieve data from meter N10X00118 due to a suspected password issue. We are using ABCD0002 to attempt log on, please investigate and advise.",N10X00118
1300011373304,1300011373304 - EML2303397,07/08/2024,"COMMS FAULT: Re raise. Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:19905. Last stored data 14/03/2024. SSIL NHH Contact: Nicole Barnes",EML2303397
1300011440670,1300011440670 - E12BG00372,03/04/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07867206918. Last Stored Data: 01-APR-70. NCHAN 01293 776747 ext,E12BG00372
1300011494746,1300011494746 - 209437806,26/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07540028527. Last stored data 25/05/2024. SSIL NHH Contact: Samuel Dickinson,209437806
1300011591421,1300011591421 - E16Z002594,28/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07739123089. Last stored data 27/05/2024. SSIL NHH Contact: Samuel Dickinson,E16Z002594
1300011680453,1300011680453 - E09BG17887,11/07/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07975432005. Last Stored Data 07/07/2024. SSIL NHH Contact: Matthew Taylor,E09BG17887
1300011791629,1300011791629 - 218759677,17/10/2024,"MTD FAULT - HH data showing Incorrect identifiers in D0313, registers appear transposed. Current Comms Mode is Outbound using Telephone 07795743970. Last Stored Data: 16-OCT-24. SSIL NHH Contact: Ivan Topic",218759677
1300011800024,1300011800024 - E15Z013128,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07711503626. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E15Z013128
1300011813627,1300011813627 - E15Z016802,22/08/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07711505136. Last Stored Data: 01-APR-70. SSIL NHH Contact: Cecilia Li Kam Tin,E15Z016802
1300011819823,1300011819823 - 218758733,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.135.200:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218758733
1300011828980,1300011828980 - 216683886,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.118.218:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",216683886
1300011830464,1300011830464 - 218478381,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.135.215:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218478381
1300011830473,1300011830473 - 218478410,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.135.214:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218478410
1300011831500,1300011831500 - 218478393,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.110.201:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218478393
1300011831547,1300011831547 - 218478395,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.111.16:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218478395
1300011831644,1300011831644 - 217372475,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.118.219:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",217372475
1300011844147,1300011844147 - E16Z002243,07/05/2024,COMMS FAULT: Failed to collect data from meter Comms Mode Outbound using Telephone 07703954171. Last Stored Data 05/05/2024. SSIL NHH Contact: Ivan Topic,E16Z002243
1300011858103,1300011858103 - P12C00865,24/06/2024,MTD FAULT: Invalid channel Identifiers in D0313. Comms Mode Outbound using Telephone . Last Stored Data 10/10/2022. SSIL NHH Contact: Nicole Barnes,P12C00865
1300011959761,1300011959761 - E12Z138514,13/03/2021,COMMS FAULT: GSM Comms drops connection. Current Comms Mode is Outbound using Telephone 07720430974. Last Stored Data 08/03/2021. SSIL NHH Contact: Krupesh Nayee,E12Z138514
1300011988034,1300011988034 - E10BG57107,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07557757934. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E10BG57107
1300012204643,1300012204643 - 218477863,09/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.110.209:9999. Last Stored Data 02/04/2024. SSIL NHH Contact: Samuel Dickinson",218477863
1300012210390,1300012210390 - E14UP00405,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07919796558. Last Stored Data: 28-AUG-23. SSIL NHH Contact: Ivan Topic,E14UP00405
1300012235330,1300012235330 - E11BG48566,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07556897162. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11BG48566
1300012519843,1300012519843 - E11BG42707,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07409141192. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E11BG42707
1300012561491,1300012561491 - E07BG13071,10/06/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07879112023. Last Stored Data 01/06/2024. SSIL NHH Contact: Nathan Chan,E07BG13071
1300012651036,1300012651036 - E10BG32950,18/05/2023,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07581940475. Last Stored Data 13/05/2023. SSIL NHH Contact: Ishan Pelia,E10BG32950
1300012754813,1300012754813 - E12Z093186,24/10/2024,COMMS FAULT: GSM Comms is out of service. Comms Mode Outbound using Telephone 07808313001. Last stored data 17/10/2024. SSIL NHH Contact: Samuel Dickinson,E12Z093186
1300012938577,1300012938577 - 209437822,26/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07540027287. Last stored data 25/05/2024. SSIL NHH Contact: Samuel Dickinson,209437822
1300013146898,1300013146898 - K10D01053,15/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.22:34374. Last Stored Data: 10-JUN-24. SSIL NHH Contact: Nathan Chan,K10D01053
1300013148219,1300013148219 - E18BG10555,06/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is GPRS using Telephone 07924144394 and SMS 44792483873394. Last Stored Data: 24-MAY-24. SSIL NHH Contact: Keiley Davis,E18BG10555
1300013155484,1300013155484 - E13Z023351,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416763132. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E13Z023351
